"sex","age","weight","height","classes"
"Female",18,95.3,66.8,3
"Male",19,112,63.5,2
"Male",17,153.6,67,3
"Female",17,126.2,64.6,4
"Male",20,154.1,66.9,7
"Male",19,162.7,74.5,5
"Female",17,184.3,67.9,4
"Female",19,150.7,62.7,4
"Male",19,169.2,59.7,4
"Female",18,174.6,60.8,2
"Male",20,144.4,68.3,5
"Female",22,186.4,62.1,3
"Female",18,133.8,69,2
"Male",21,236.2,66.8,4
"Female",18,136.3,63.8,2
"Female",17,121.8,62.2,4
"Male",20,104.8,69.2,5
"Male",20,164.3,70.1,4
"Female",20,125.8,60,3
"Female",19,169.1,69.2,4
"Male",18,119.3,66.8,4
"Female",19,169.8,70.9,4
"Female",17,179.8,63.2,3
"Female",18,122,68.4,3
"Male",18,177.6,66.8,3
"Male",22,127.4,72.1,5
"Male",19,201.9,73.8,4
"Female",20,157.4,65.6,3
"Female",19,166.6,68.5,4
"Female",19,138.5,64.8,3
"Female",22,164.7,63.2,2
"Female",20,155.4,64.2,2
"Male",20,132.6,69,4
"Male",17,252.9,70.6,7
"Female",20,182.3,61.2,7
"Female",17,119.5,66.5,2
"Female",19,141.9,68.2,5
"Female",17,135,69.6,7
"Male",17,229.8,70.1,2
"Male",21,160.2,78.9,3
"Female",19,122.1,63,5
"Female",17,171.9,63,2
"Female",21,113.2,64.9,6
"Female",18,135.5,69,2
"Female",17,169.7,65.7,4
"Female",18,133.3,68.3,7
"Male",21,191.4,66.3,5
"Male",22,206.7,77.6,4
"Female",22,146.6,60.3,2
"Male",22,192.9,71.2,3
"Female",18,137.8,70.6,4
"Male",17,134.9,69.6,3
"Female",19,126.6,58.9,4
"Male",20,174.8,78.7,4
"Female",22,200.9,66.1,3
"Female",21,109.3,62.2,3
"Female",20,109.3,66.6,5
"Female",21,100.3,62,3
"Male",20,151.4,66.5,3
"Male",22,208.6,69.1,3
"Female",17,117.1,61.2,2
"Female",17,145.5,64.8,2
"Male",18,192.6,70.6,2
"Female",17,148.9,66.1,2
"Male",20,205,71.3,3
"Male",20,150.4,73.9,2
"Male",21,184.8,68.7,2
"Male",19,155.4,71.7,6
"Female",17,115.4,61.4,4
"Male",18,179,70.4,4
"Female",22,168.9,64,6
"Male",19,170.9,72.2,6
"Male",21,215.7,74.6,6
"Male",20,143.6,73.3,5
"Male",18,261.7,66.3,4
"Female",21,158.1,58.5,4
"Female",22,110.2,60.9,4
"Male",17,175.6,65.1,2
"Female",17,121.6,62.4,4
"Female",19,137.4,67,3
"Female",17,133.2,67.6,4
"Female",17,177.6,68.1,6
"Male",17,150,63.3,5
"Male",19,142.3,73.8,3
"Female",17,150.6,65.4,2
"Female",20,116.4,66.3,4
"Male",21,181.6,65.3,2
"Male",19,257.6,68.6,5
"Male",18,147.1,62.7,5
"Female",17,118,67.4,6
"Female",22,101.5,64,2
"Male",18,201.5,71.5,4
"Male",22,229.7,72.7,2
"Female",19,157.4,69.1,4
"Female",17,173.7,63.8,4
"Female",18,119.8,67.3,3
"Female",20,172.6,65,2
"Female",19,172.3,64.5,3
"Male",18,193.2,67.3,4
"Female",20,148.9,60.7,3
"Male",17,184.7,66.9,2
"Male",20,198.5,69.9,3
"Male",20,177.5,68.3,3
"Female",19,164.4,63.9,4
"Male",22,248.2,73,2
"Female",17,155.5,60.4,3
"Male",18,140.6,72.2,2
"Female",20,197.6,62,3
"Female",20,151.5,66.7,3
"Male",20,160.5,73.2,4
"Female",21,169.5,61.7,3
"Female",20,146.5,62.6,2
"Female",19,139.8,63.8,6
"Female",21,147.7,64.2,5
"Male",22,179.7,69.4,5
"Male",20,127.2,62.9,2
"Female",18,135.7,65.1,4
"Female",18,178.2,66.8,4
"Female",21,135.6,68.9,4
"Female",17,163.5,65.2,2
"Female",19,156.6,64.5,2
"Female",20,149.6,70,2
"Female",22,116.4,62.1,6
"Male",22,168,66.7,6
"Female",18,142.8,67.5,3
"Male",22,155,72.8,2
"Female",18,106.3,63.8,2
"Male",22,194.5,69.4,5
"Female",18,138.3,64.5,6
"Female",20,208.3,67.3,2
"Male",22,197,75.5,6
"Female",21,150.9,67.3,3
"Female",19,145.1,69.9,4
"Male",17,197.6,69.6,4
"Female",20,134.5,66.4,4
"Male",22,185.3,63.8,2
"Female",20,158.3,61.5,3
"Female",22,170.6,67.9,3
"Female",18,178.6,63.3,5
"Male",18,131.9,68.5,2
"Female",20,156,66.3,6
"Male",21,108.7,74.9,4
"Male",18,151.1,74.2,4
"Male",22,151.5,70.1,2
"Female",20,174.8,65.4,4
"Female",18,147.4,59,5
"Male",22,114.2,66.3,6
"Female",17,91.7,67.5,4
"Female",19,126.7,66.3,2
"Male",21,198.9,69.8,4
"Male",21,193.9,66.5,2
"Female",20,106.9,65.2,4
"Female",17,135.8,58.6,3
"Male",21,193.8,72.1,2
"Female",18,164.1,59.8,4
"Female",22,147.8,67,5
"Male",17,216.6,78.2,4
"Female",20,155.2,62.1,3
"Male",21,174.3,71,2
"Female",19,133,66.2,6
"Female",17,165.7,67.3,2
"Female",17,156.5,60.1,4
"Female",19,122.2,60.4,4
"Female",22,167.4,62.2,2
"Male",18,198.2,68.8,3
"Female",18,169.8,65.8,2
"Female",19,145.2,61.2,4
"Male",21,116.7,63.4,3
"Male",22,218.1,68.3,3
"Female",22,159.3,66.5,5
"Male",22,248.1,69.3,4
"Male",17,196.8,74.2,5
"Male",20,126.5,71.8,3
"Male",22,118.5,63.5,2
"Male",21,186.8,79.2,4
"Male",22,168.6,70.1,2
"Male",19,190.4,68.4,2
"Male",18,148.9,72.9,3
"Female",22,111.1,67.2,3
"Male",17,205.6,78,5
"Female",18,160,64.6,4
"Male",19,215.7,67.1,2
"Male",21,198.2,63.2,2
"Female",20,169.2,65.9,7
"Male",22,185,69.7,3
"Female",21,187.7,61.6,3
"Female",18,171.4,63.1,3
"Male",22,174.4,67,2
"Male",20,166.3,75.8,6
"Male",19,149.2,75.6,5
"Female",19,162.8,65.7,2
"Male",21,210.7,85.5,6
"Female",17,168.8,66.5,6
"Female",20,128.7,57.9,4
"Female",17,138.2,64,3
"Female",17,111,65.5,5
"Male",17,174.6,64.7,4
"Male",18,168.2,69,5
"Female",17,133,67.9,3
"Male",18,216.7,69.7,4
"Female",22,100.3,60.8,2
"Male",19,204.7,68.2,2
"Female",22,150.3,63.6,3
"Female",21,129.6,71.5,6
"Male",20,174.1,65,3
"Female",20,147.4,65.9,6
"Female",20,125.7,63,4
"Female",19,106.5,56.4,4
"Female",19,172.9,57.9,2
"Male",22,172.2,77.5,2
"Female",21,126.4,68.9,2
"Male",18,188.5,69.8,2
"Female",17,123.7,69.1,4
"Male",18,187,69.8,4
"Male",20,164.9,73.8,2
"Female",22,156.2,65.3,4
"Male",21,220.3,65.9,2
"Male",21,238.8,70.7,2
"Female",19,128,67.7,4
"Female",18,158,64,6
"Female",17,139.3,69.2,7
"Female",18,146.9,65.7,5
"Female",18,125.1,66,2
"Female",22,123,67.4,4
"Male",22,176.1,70.9,3
"Male",17,276.2,72.7,2
"Female",19,107.3,68.4,2
"Female",17,153.2,69.8,2
"Male",20,246.5,72.6,2
"Female",18,172.6,65.1,3
"Female",18,188.2,63.8,3
"Male",19,165.7,72.2,4
"Female",19,163.2,64.4,7
"Female",22,146.1,68.6,2
"Female",19,159.6,62.7,3
"Female",20,117,64.7,4
"Female",20,142.2,60.5,3
"Male",19,291.5,74.8,2
"Female",21,150.5,73.5,3
"Male",17,161.2,75.6,4
"Female",19,160.6,63.6,6
"Female",17,152.1,64.4,2
"Female",22,123.8,69.4,2
"Female",20,139.9,62,2
"Female",19,156,74,4
"Female",19,179.8,66.7,2
"Male",22,146.3,70.3,2
"Male",22,155.5,73.9,4
"Female",18,188.9,66.3,4
"Male",20,238.9,63.1,2
"Female",19,128.8,63.3,3
"Female",20,216.5,58.3,4
"Male",20,193.9,72.6,3
"Male",17,252.1,74.6,4
"Male",19,231.9,74.9,3
"Male",19,212.1,65.7,5
"Male",20,118.4,70.2,3
"Male",22,195.2,71.6,2
"Female",22,176.7,62.4,2
"Male",18,245.6,67.9,2
"Male",17,186.6,69.4,4
"Male",18,212.4,73.3,7
"Female",17,112.9,66.4,7
"Female",22,188.7,75.3,4
"Male",21,175.8,65.8,3
"Male",17,159.5,77.6,5
"Male",20,181.5,77,3
"Female",21,112.2,70.3,3
"Female",18,126.1,71.7,4
"Male",17,170.5,67.6,3
"Female",18,165,64.5,2
"Male",17,152.3,70.8,4
"Female",22,106.2,62.3,3
"Female",21,137.5,66.1,3
"Male",17,162.9,78.6,4
"Female",22,110.7,60.2,6
"Female",20,134,60.4,3
"Male",19,110.3,72.9,7
"Female",17,156.4,59.1,3
"Female",20,122.1,64.1,6
"Female",19,156.8,66.2,5
"Female",20,156.7,63.7,3
"Female",18,117.5,64.6,3
"Male",18,194.4,65.9,3
"Female",21,170.7,61.9,2
"Female",18,138.3,61.5,2
"Female",20,134.1,66.3,5
"Male",22,140.5,62.1,6
"Female",20,192,70,2
"Female",22,97.7,66.1,2
"Female",20,136.2,65,5
"Female",20,148.4,62.5,5
"Female",21,140.6,61.9,4
"Female",18,149.3,68.3,4
"Male",20,229.6,66.1,5
"Male",21,234.9,69,6
"Male",20,175.1,68.5,2
"Female",17,151.3,66.5,7
"Female",17,150.3,64.9,2
"Female",22,139.6,66.9,4
"Female",18,209.4,60.3,5
"Female",22,90.8,69.8,2
"Male",18,127,70.1,4
"Male",19,196.5,57.4,2
"Male",19,186.1,64.6,3
"Male",22,201.6,73,5
"Female",18,175.4,65.8,3
"Female",18,147.1,66.6,6
"Female",21,168.1,61.4,2
"Female",20,93,68.4,4
"Female",22,173.2,60.7,6
"Male",20,202.2,65.2,3
"Male",22,199,70.8,3
"Male",19,200.1,78.6,3
"Female",21,126.8,67.2,2
"Female",20,156.3,65.6,2
"Male",18,181.1,68.2,2
"Male",21,198.7,73.2,3
"Female",20,132.5,65.7,4
"Male",17,199.4,72,2
"Male",17,154.7,72.4,2
"Female",19,144.8,61.2,6
"Male",20,193.5,67.3,4
"Female",19,106.3,61.6,4
"Male",19,188.6,65.5,3
"Male",21,174.9,72.6,5
"Female",21,131.5,69.7,3
"Male",22,196.5,77.7,2
"Male",21,181.6,66.4,4
"Female",20,139,63.1,4
"Male",20,220.9,60.3,4
"Female",22,131.4,59.8,4
"Male",21,209.5,64.5,3
"Female",22,147.4,67.8,4
"Female",17,136.5,72,4
"Male",19,156.1,72.2,5
"Female",18,122,68,4
"Male",18,101.3,63.6,3
"Female",17,139.5,61.2,4
"Male",18,136.7,70.2,5
"Female",19,143.5,65.1,6
"Female",18,127.8,61.3,5
"Male",22,186.2,74.1,4
"Female",22,107.8,60.6,3
"Male",19,196.1,71.3,2
"Female",19,131.2,68.8,4
"Female",21,146.8,58.1,4
"Male",17,261.6,71.3,5
"Male",22,166.5,72.9,3
"Female",18,172.7,69.3,4
"Female",21,206,61.5,2
"Female",18,145.2,61.5,3
"Female",21,143.8,63.9,4
"Female",21,159.7,62.4,3
"Female",22,162.6,66.4,5
"Male",18,157,71.6,3
"Female",19,165.6,59.4,3
"Female",19,167.4,67.4,3
"Male",19,205.3,74.2,7
"Male",21,135.6,73,2
"Male",20,254.4,68,3
"Female",18,140.9,66,2
"Female",21,166,65.1,3
"Male",18,187.1,72.9,6
"Female",18,121.5,66.2,2
"Male",19,112.9,68.5,5
"Male",22,108,63.6,5
"Female",18,153.9,64.3,2
"Male",18,148.9,69.7,3
"Female",22,126.6,63.2,5
"Female",21,135,57.8,3
"Female",19,151,64.8,2
"Female",22,181.5,66.9,2
"Female",21,147.9,64.8,6
"Female",20,119,60,3
"Female",17,192.5,67.6,2
"Female",19,165.5,56.3,6
"Male",18,185.5,66.9,4
"Male",17,151.6,74,3
"Male",18,240.4,70,3
"Female",22,173,61.6,2
"Female",20,147.5,67.3,5
"Female",21,127.3,60.6,4
"Male",17,214,72.3,4
"Male",22,186.6,80.6,2
"Male",19,168.8,64.9,4
"Male",18,201.9,69.4,3
"Male",19,195.7,67.8,3
"Female",22,132.8,61.2,2
"Female",20,111,61.2,2
"Female",19,204.8,64.2,2
"Female",19,140.1,68.5,5
"Female",21,111.8,61.5,4
"Female",17,128.5,66.7,4
"Female",22,115.3,66.6,5
"Female",17,109.4,65.9,2
"Female",21,111.9,66.3,2
"Female",19,125.2,63.1,6
"Male",20,221,72.3,5
"Female",22,188,67.6,4
"Male",21,213.5,66.7,3
"Male",17,205.3,76,7
"Female",20,156.3,64.6,3
"Female",17,190.6,61,3
"Male",20,222.9,67.8,6
"Male",19,236.5,70,2
"Male",17,246.6,75.3,2
"Male",19,117.1,64.8,2
"Female",20,130.2,65.7,3
"Male",21,177.5,75.7,2
"Male",22,204.2,66.6,3
"Female",20,174.9,62.2,5
"Female",21,188.7,67.3,4
"Male",17,166.6,67.4,4
"Female",21,133.3,64.9,3
"Male",18,148.3,73.8,3
"Female",17,145.4,64.9,3
"Male",20,219.2,71.1,5
"Male",20,190.8,69.1,4
"Male",18,193.2,79.7,3
"Male",18,171.6,74.6,2
"Male",19,193.5,69.9,4
"Female",17,163.6,69.9,3
"Male",19,198.1,71.6,2
"Female",19,140.8,64.3,3
"Female",20,138.3,68.8,6
"Male",18,212.8,76.6,4
"Male",22,150.4,69.3,5
"Female",21,134.3,66.4,2
"Female",18,152.6,69.8,2
"Male",20,211.6,72.9,3
"Male",18,258,70.7,3
"Female",22,171.4,66.5,5
"Female",18,142.9,66.4,4
"Female",22,152.9,66,6
"Male",22,166.3,68.7,2
"Female",20,103.2,66.2,2
"Male",22,160,74.3,3
"Female",22,115.3,69.6,3
"Male",18,151.5,71.8,6
"Female",17,139.9,65.2,2
"Male",20,204.8,67.3,2
"Female",19,156,65.1,2
"Male",17,225.7,71,4
"Male",19,142.8,69.1,3
"Female",21,170.3,66.3,4
"Male",17,204.8,72.1,2
"Female",21,175.7,59.5,2
"Female",17,147.5,59.3,2
"Male",21,178.7,63,4
"Male",17,127,60.5,6
"Female",21,137,64.7,3
"Female",19,146.6,68.1,2
"Female",17,162.1,60.3,2
"Female",17,119.9,61.4,2
"Female",17,133.5,61.5,2
"Female",20,95.8,63.1,3
"Female",21,165.4,64.6,4
"Female",21,162,70,6
"Female",20,90.5,68,4
"Male",17,180.2,72.8,2
"Female",22,179.7,64.5,3
"Female",18,100.5,62.1,3
"Female",20,145,67.1,3
"Female",22,161,69.1,2
"Male",17,175,69.7,3
"Female",21,93.2,61.7,3
"Male",18,145.3,70.8,4
"Female",19,119.7,70.5,4
"Male",22,186.3,73.3,2
"Male",18,234.9,69.8,4
"Male",18,182,70.9,2
"Male",18,153.3,70.5,4
"Male",18,184.8,66.6,7
"Male",20,174,73.2,4
"Female",19,195.3,63.1,4
"Female",22,136.1,68.2,2
"Female",22,141,65.7,2
"Male",22,215.6,70.9,5
"Female",18,108.2,65.8,2
"Female",22,131.7,62.2,4
"Female",21,154.5,66.6,2
"Female",17,177.2,66.5,3
"Female",19,173.5,62.4,3
"Male",21,135,74.4,3
"Female",17,168,68.1,2
"Male",21,173.4,78.8,2
"Female",22,133.4,65.7,2
"Male",19,188.1,73.9,3
"Female",20,135.3,65.7,3
"Female",18,160.3,70.8,2
"Male",20,209.2,66,5
"Male",21,160.1,70.6,7
"Female",22,177,61.7,2
"Male",22,182.8,70.1,4
"Female",21,185.4,66.3,3
"Female",18,118.3,69.9,6
"Female",17,112.5,58.9,5
"Female",20,150.3,63.2,3
"Male",20,177.2,69.3,3
"Female",20,106,70.6,2
"Female",21,132.1,66,7
"Male",17,159.2,67.3,3
"Female",19,157.8,69.3,7
"Female",19,144.5,61.4,3
"Male",19,199.4,70.6,3
"Male",17,220.7,74.5,3
"Female",19,121.3,59.5,3
"Male",19,266.5,69.4,3
"Male",22,200.4,67,5
"Male",20,199.2,73,4
"Male",18,160.8,64.9,2
"Female",22,161.6,67.7,4
"Male",20,237.2,71.1,2
"Male",22,159.5,67.3,2
"Male",20,192.5,68.8,3
"Male",21,179.7,67.9,3
"Female",22,156.2,67,6
"Female",19,123,63,5
"Male",17,219.9,69.3,3
"Female",21,141.2,64.7,3
"Female",22,95.3,66.4,2
"Female",20,120.7,65,4
"Male",22,203.3,77,3
"Male",17,208.4,68,3
"Male",19,179.8,72.2,6
"Female",22,148.2,63.6,2
"Male",18,158.9,77.6,3
"Female",21,116.5,71.7,2
"Female",19,146.8,68.5,4
"Male",18,237.4,69.3,3
"Female",22,188.6,65.9,3
"Male",22,129.2,66.3,4
"Male",19,179.2,66.5,2
"Female",18,143.3,58.1,2
"Male",20,199.8,68,3
"Female",20,127.5,63.8,6
"Female",22,138.5,62.5,4
"Female",20,145.3,62.2,6
"Male",19,248.9,74.2,5
"Female",22,102.7,65.3,5
"Male",19,154.6,72.3,2
"Female",19,179.8,69,3
"Female",21,103.9,68.9,3
"Female",21,163.5,62.6,4
"Female",21,181,65.6,4
"Male",21,241.5,76.3,3
"Female",20,126.8,64.2,3
"Female",18,118.5,68.5,4
"Male",18,206,69.8,4
"Male",17,159.3,71.3,3
"Female",17,151.9,64.9,3
"Female",22,99.3,64.8,4
"Female",21,139.1,66.2,2
"Female",17,114.8,65.3,3
"Female",18,119.2,63.5,2
"Male",17,176.7,71.8,2
"Female",19,150,70.2,4
"Male",22,217.7,74.8,5
"Male",20,201.1,73.3,2
"Male",17,170.7,62.8,4
"Female",19,149.5,66.9,3
"Male",19,143.2,66.5,4
"Male",18,174.7,73.2,4
"Male",22,181.2,82,3
"Male",18,183.3,72.5,2
"Female",21,101,69.1,2
"Female",17,175.9,70.1,5
"Female",18,166.2,69.4,2
"Female",19,150.7,70,6
"Male",20,212.5,74.3,2
"Female",21,119.9,68.2,2
"Female",22,124.4,61.6,6
"Female",21,147.9,67.9,3
"Female",18,149.9,65.2,5
"Female",18,182.6,59.8,3
"Female",21,149.5,65.1,2
"Male",21,184.8,64.9,5
"Male",22,147.1,67.9,3
"Female",17,158.9,66.2,2
"Male",21,202,67.9,4
"Female",19,166.8,62.6,4
"Male",18,203.5,65.8,2
"Male",22,183,77,3
"Female",20,115.6,64.9,3
"Female",20,140,59.4,2
"Female",21,187.5,67.6,2
"Female",22,183.2,62.4,3
"Male",17,228.8,69.1,3
"Male",22,245,74.9,4
"Female",17,140.3,59.2,5
"Female",21,169.2,66.9,2
"Female",22,135.4,68,5
"Male",20,224.4,70.8,3
"Female",20,159.8,58.4,3
"Male",22,180.8,66.1,6
"Male",22,137.1,76.2,4
"Male",17,147,72.6,3
"Female",21,179.7,67.1,4
"Female",21,159.4,68.8,3
"Male",18,150.3,74.7,2
"Male",18,114.3,75.8,2
"Female",18,174,68,4
"Male",18,144.7,64.8,4
"Female",17,114.9,66.1,4
"Female",20,197.9,59.2,2
"Male",21,188.7,67.5,2
"Male",21,235.9,66.7,2
"Male",20,194,68.3,2
"Male",21,231.6,68.3,5
"Female",19,184.8,63.5,3
"Male",22,117.5,77.3,4
"Female",19,135.7,64.2,2
"Female",22,165.7,64.1,4
"Male",22,181.5,67.4,3
"Male",21,196.4,62.4,2
"Male",19,156,74.7,6
"Male",19,272.1,67.9,4
"Male",20,270.5,74.9,2
"Male",17,137.3,78.6,2
"Female",22,163.8,61.6,2
"Female",21,159,73.4,6
"Female",17,173.5,66.3,2
"Male",20,139.2,69.2,2
"Female",19,112.7,65.2,7
"Male",19,109.8,75.4,4
"Male",20,257.3,68.6,6
"Female",19,149.6,63.4,2
"Female",19,145.6,65.2,4
"Female",19,153.1,61.9,2
"Female",18,173.8,64.4,2
"Female",17,150.7,62.4,4
"Male",17,141.9,68.7,4
"Female",20,136,68.3,3
"Male",20,186.1,74.1,3
"Female",19,158.7,62.8,5
"Female",22,143,61.1,2
"Male",21,171.1,75.7,4
"Female",21,116,62,3
"Female",22,144.1,64.8,4
"Female",21,183.7,59.7,3
"Male",20,226.2,65.9,5
"Male",18,152.1,69.8,2
"Male",20,193.9,66.7,2
"Female",17,118,64.2,5
"Female",17,142.8,71.7,4
"Male",20,152.6,69.2,4
"Male",17,201,68,2
"Male",18,164.7,75.1,3
"Male",20,204.6,71.2,4
"Female",21,128.6,69.4,5
"Female",20,166.5,60.4,2
"Female",21,195.4,67.1,2
"Male",21,273.1,69.3,2
"Male",19,208.7,69.5,5
"Female",19,197.9,68.8,2
"Female",17,237.3,62.1,6
"Female",22,140.5,64.4,5
"Male",18,232.9,74.9,4
"Female",21,175.5,66.5,5
"Female",20,114.3,72.7,4
"Female",19,147.3,58.9,3
"Female",19,187.4,61.3,2
"Female",18,122.5,69.4,4
"Male",22,198.5,63.7,4
"Female",19,179.3,61,2
"Male",22,141.1,69.4,3
"Female",22,97.1,63.3,4
"Female",21,151.2,67.4,7
"Female",21,172.4,68,4
"Female",20,108.6,58.9,2
"Male",20,171.5,74.7,2
"Female",20,159.1,61.2,5
"Male",19,165.7,57.5,3
"Male",21,222.7,68.6,2
"Female",19,167,71.2,3
"Female",18,184.2,63.4,2
"Female",17,161.3,61.7,3
"Female",22,171.4,69.1,4
"Female",20,145.1,56.3,5
"Female",20,116.7,64,4
"Female",18,168.6,67.1,6
"Female",20,149.7,72.6,2
"Female",18,129.7,68.4,3
"Female",22,142.4,58.1,2
"Male",22,195.8,64.8,4
"Male",17,196.3,70.3,4
"Female",19,105.6,65.7,3
"Female",18,107.5,60.9,3
"Female",19,173.2,70.1,7
"Female",19,203.1,64,2
"Male",19,120.4,72,5
"Male",19,181.1,70.2,2
"Male",20,224.1,68.2,5
"Female",17,214.6,64,2
"Male",19,220.7,67.1,4
"Male",22,180.2,66.6,2
"Female",17,178.9,66.3,7
"Male",17,143.7,68.2,4
"Female",22,131.5,65.2,2
"Male",19,157.6,72.8,6
"Female",18,137,69.7,6
"Male",19,106.6,71.6,4
"Male",19,204.1,75.5,5
"Female",20,184,67.4,5
"Male",18,187.1,73,3
"Female",19,149.4,61.5,4
"Male",22,157.3,62.4,2
"Female",17,129.6,64.7,4
"Female",19,178.2,72.8,3
"Female",22,155,64.6,2
"Male",20,175.2,65.2,5
"Male",20,162.7,59.6,2
"Male",18,167,74,4
"Male",18,257.2,70.2,5
"Female",21,146.4,66.5,5
"Female",22,142.4,66.1,5
"Female",22,134.1,64.3,7
"Female",21,99.4,60.6,2
"Female",19,171.3,66.1,2
"Male",20,219.2,66.3,6
"Female",21,99.3,65.2,2
"Male",21,142,69.6,6
"Female",20,151.3,69.8,3
"Male",22,121.5,75.6,4
"Male",22,126.9,68.5,3
"Female",20,156.8,61.5,3
"Male",19,166.3,65.4,5
"Female",19,133.8,63.6,5
"Male",21,203.4,70.1,4
"Female",19,163.7,67.8,3
"Male",22,164.5,69.5,5
"Female",22,103,68.9,2
"Male",21,136.2,72.8,3
"Female",22,173.5,64.2,5
"Female",17,122.8,63,2
"Female",22,166.7,61.7,5
"Male",17,193.8,70.6,2
"Female",22,102.2,64.4,3
"Male",18,195.9,65.9,6
"Male",18,139.3,74.6,2
"Female",17,131.1,66.4,5
"Male",21,209.6,70.8,3
"Female",18,133.1,69.7,3
"Female",20,166.7,62.4,4
"Female",20,162.6,64.2,2
"Male",22,176.9,64.9,6
"Male",19,152.7,70.9,3
"Male",19,174.2,73,4
"Female",20,195.5,61.2,3
"Male",17,183.4,73.5,3
"Female",20,160,67.1,2
"Female",22,91.7,64.4,3
"Female",17,156.2,60,4
"Female",21,169.5,62.2,4
"Female",18,210.6,67.2,5
"Male",18,202.8,69.7,2
"Female",19,187.9,64,5
"Female",17,172.1,68.2,4
"Female",17,156.2,64.7,5
"Female",19,137.3,69.1,2
"Male",22,225,70.8,7
"Male",22,178.5,66.2,3
"Female",22,171.8,63.2,3
"Male",21,165,75.3,4
"Male",17,156.4,74.6,2
"Female",22,140.5,69.3,2
"Female",21,153.3,73.5,2
"Female",17,146.4,63.9,6
"Female",18,145.6,66.5,2
"Female",20,102.8,68,5
"Female",18,134.3,68.5,2
"Female",22,215,64.4,2
"Female",20,142.2,66.4,3
"Female",20,180.8,63.6,4
"Female",21,139.3,69.8,2
"Female",18,162.4,73.1,5
"Male",17,202.2,73.1,4
"Female",19,141.6,64.1,5
"Male",19,159,70.3,5
"Female",17,139.9,69.3,7
"Male",17,168.6,66.2,2
"Female",20,152.6,62.6,2
"Female",18,167.8,66.1,3
"Female",17,159.1,65.3,5
"Male",22,171.6,68.3,3
"Female",20,138.7,60.6,2
"Male",21,207.5,65.5,4
"Male",22,176.8,67.7,3
"Male",20,199.5,73,3
"Male",18,201.1,71.5,3
"Female",21,138.1,66.2,4
"Male",21,145.9,73.5,6
"Female",22,109.7,62.9,2
"Male",18,247.5,68.8,3
"Male",22,213.8,74.3,3
"Male",19,209.2,74.3,3
"Male",19,189.9,71.3,5
"Male",19,237.9,70.4,3
"Male",17,188.7,69.4,4
"Female",22,139.5,65.2,3
"Male",17,225.1,70.6,4
"Female",17,145.9,63.3,2
"Male",21,193.4,72.8,2
"Male",21,179.9,66,6
"Female",17,156.8,65.7,2
"Male",22,136.8,78.4,5
"Male",21,168.7,70,4
"Male",18,186.5,69.2,5
"Female",21,126.2,66.1,2
"Female",18,164.5,57,5
"Female",21,178.5,66.5,2
"Male",17,101.3,73.6,3
"Male",18,257.4,66.8,2
"Female",20,219.1,61.6,4
"Female",17,150.2,64.8,2
"Male",19,237.6,72.9,7
"Male",19,193.5,70.9,3
"Female",17,102.2,64.7,4
"Female",18,103.9,67.2,2
"Female",18,127.8,66.6,2
"Male",17,238.9,67.2,5
"Male",19,286.5,66.3,3
"Female",18,170.8,68.5,2
"Female",19,152.5,65,2
"Female",21,105.3,66.4,2
"Male",20,150.9,73.5,5
"Female",21,132.2,65.5,7
"Female",18,165.9,61,2
"Male",17,187.9,69.5,3
"Male",22,101.6,61.7,2
"Male",21,113.9,67.8,3
"Female",18,168.6,71,7
"Male",20,156.8,68.4,4
"Male",22,135.7,75.3,3
"Female",18,140.5,63,3
"Female",22,100.7,63.8,3
"Male",17,171.5,59.8,3
"Male",17,170.4,66.3,3
"Female",17,151.5,63.6,3
"Male",17,186.7,62.2,4
"Female",21,136.6,61.3,3
"Male",18,206,71.8,5
"Male",20,257.6,75.4,4
"Female",21,124.4,72.5,4
"Female",18,135.2,63.1,3
"Female",19,200.8,64,3
"Female",17,143.3,60.8,4
"Male",21,133.9,68.4,4
"Male",17,176.6,77.3,6
"Female",20,140.6,66.1,3
"Male",20,199.7,70.6,2
"Male",22,227.1,78.5,2
"Female",19,99.5,64.2,4
"Male",22,148.7,72.8,4
"Female",19,158.8,66.4,4
"Male",17,181.6,75.3,3
"Female",21,148.8,69.3,3
"Female",19,160.9,68,5
"Male",19,236.1,71.8,5
"Male",20,177.9,67.3,7
"Female",17,195.4,59.6,3
"Male",21,153.2,70.2,4
"Female",20,152.2,61.9,4
"Male",20,237.3,71.7,2
"Male",20,150.1,70.6,2
"Male",19,186.5,66.3,6
"Female",21,158.3,69.7,5
"Female",17,151.8,66.9,4
"Male",17,176.3,69.7,2
"Female",22,142.7,61.5,4
"Female",21,140.3,69.5,3
"Male",18,160.1,65.6,3
"Female",20,138.7,57.1,5
"Female",22,140.6,65.3,3
"Female",19,173.8,60.9,5
"Female",22,173.6,68.5,4
"Female",20,152.7,65.5,2
"Female",18,154.6,61.9,2
"Female",17,172.4,64.3,2
"Female",22,151.2,71.8,4
"Female",21,118.3,67.5,3
"Female",19,170.2,67.3,3
"Female",18,124.1,60.7,3
"Female",17,124.5,59.7,4
"Male",17,242,73.7,3
"Male",19,183.8,68.5,3
"Female",21,194.8,64.8,5
"Male",22,112.9,74.1,2
"Female",17,124.4,59.1,6
"Female",17,156.3,66.9,4
"Male",22,160.8,67.9,2
"Female",22,148.9,59.4,2
"Female",20,141.3,68.5,3
"Male",22,175.4,69.8,2
"Male",20,192.5,72,4
